Selected	index	ID	LINcode (N. gonorrhoeae cgMLST v2)	LINcode (N. gonorrhoeae cgMLST v2)[10]	LINcode (N. gonorrhoeae cgMLST v2)[1]	LINcode (N. gonorrhoeae cgMLST v2)[2]	LINcode (N. gonorrhoeae cgMLST v2)[3]	LINcode (N. gonorrhoeae cgMLST v2)[4]	LINcode (N. gonorrhoeae cgMLST v2)[5]	LINcode (N. gonorrhoeae cgMLST v2)[6]	LINcode (N. gonorrhoeae cgMLST v2)[7]	LINcode (N. gonorrhoeae cgMLST v2)[8]	LINcode (N. gonorrhoeae cgMLST v2)[9]	country	isolate	year
	1436	155574	0_2_0_1_0_175_0_0_0_0_0	0_2_0_1_0_175_0_0_0_0	0	0_2	0_2_0	0_2_0_1	0_2_0_1_0	0_2_0_1_0_175	0_2_0_1_0_175_0	0_2_0_1_0_175_0_0	0_2_0_1_0_175_0_0_0	South Africa	14MUS-JO077	2014
	1437	155575	0_0_23_34_2_0_0_0_0_0_0	0_0_23_34_2_0_0_0_0_0	0	0_0	0_0_23	0_0_23_34	0_0_23_34_2	0_0_23_34_2_0	0_0_23_34_2_0_0	0_0_23_34_2_0_0_0	0_0_23_34_2_0_0_0_0	South Africa	14MUS-JO078	2014
	1438	155576	0_0_33_12_391_0_0_0_0_0_0	0_0_33_12_391_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_391	0_0_33_12_391_0	0_0_33_12_391_0_0	0_0_33_12_391_0_0_0	0_0_33_12_391_0_0_0_0	South Africa	14MUS-JO084	2014
	1439	155577	0_7_0_12_21_0_0_0_0_1_0	0_7_0_12_21_0_0_0_0_1	0	0_7	0_7_0	0_7_0_12	0_7_0_12_21	0_7_0_12_21_0	0_7_0_12_21_0_0	0_7_0_12_21_0_0_0	0_7_0_12_21_0_0_0_0	South Africa	20MUS-AH002	2020
	1440	155578	0_0_33_12_384_0_0_0_0_0_0	0_0_33_12_384_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_384	0_0_33_12_384_0	0_0_33_12_384_0_0	0_0_33_12_384_0_0_0	0_0_33_12_384_0_0_0_0	South Africa	20MUS-AH004	2020
	1441	155579	0_0_47_11_1_1_1_0_0_0_0	0_0_47_11_1_1_1_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_1	0_0_47_11_1_1_1	0_0_47_11_1_1_1_0	0_0_47_11_1_1_1_0_0	South Africa	20MUS-AH005	2020
	1442	155580												South Africa	20MUS-AH007	2020
	1443	155581	0_0_47_11_1_7_2_0_0_0_0	0_0_47_11_1_7_2_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_7	0_0_47_11_1_7_2	0_0_47_11_1_7_2_0	0_0_47_11_1_7_2_0_0	South Africa	20MUS-AH008	2020
	1444	155582												South Africa	20MUS-AH010	2020
	1445	155583	0_0_47_11_1_10_1_0_1_0_0	0_0_47_11_1_10_1_0_1_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_10	0_0_47_11_1_10_1	0_0_47_11_1_10_1_0	0_0_47_11_1_10_1_0_1	South Africa	20MUS-AH011	2020
	1446	155584	0_0_33_12_146_0_1_0_0_0_0	0_0_33_12_146_0_1_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_146	0_0_33_12_146_0	0_0_33_12_146_0_1	0_0_33_12_146_0_1_0	0_0_33_12_146_0_1_0_0	South Africa	20MUS-AH012	2020
	1447	155585	0_0_33_12_388_0_0_0_0_0_0	0_0_33_12_388_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_388	0_0_33_12_388_0	0_0_33_12_388_0_0	0_0_33_12_388_0_0_0	0_0_33_12_388_0_0_0_0	South Africa	20MUS-AH013	2020
	1448	155586												South Africa	20MUS-AH017	2020
	1449	155587												South Africa	20MUS-AH021	2020
	1450	155588	0_7_0_12_19_0_0_0_0_0_0	0_7_0_12_19_0_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_19	0_7_0_12_19_0	0_7_0_12_19_0_0	0_7_0_12_19_0_0_0	0_7_0_12_19_0_0_0_0	South Africa	20MUS-AH022	2020
	1451	155589	0_7_0_12_13_0_1_0_0_0_0	0_7_0_12_13_0_1_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_13	0_7_0_12_13_0	0_7_0_12_13_0_1	0_7_0_12_13_0_1_0	0_7_0_12_13_0_1_0_0	South Africa	20MUS-AH023	2020
	1452	155590	0_23_0_3_0_0_0_0_0_0_0	0_23_0_3_0_0_0_0_0_0	0	0_23	0_23_0	0_23_0_3	0_23_0_3_0	0_23_0_3_0_0	0_23_0_3_0_0_0	0_23_0_3_0_0_0_0	0_23_0_3_0_0_0_0_0	South Africa	20MUS-AH027	2020
	1453	155591	0_0_23_9_4_1_0_0_0_0_0	0_0_23_9_4_1_0_0_0_0	0	0_0	0_0_23	0_0_23_9	0_0_23_9_4	0_0_23_9_4_1	0_0_23_9_4_1_0	0_0_23_9_4_1_0_0	0_0_23_9_4_1_0_0_0	South Africa	20MUS-AH030	2020
	1454	155592	0_0_23_26_0_0_0_0_0_0_0	0_0_23_26_0_0_0_0_0_0	0	0_0	0_0_23	0_0_23_26	0_0_23_26_0	0_0_23_26_0_0	0_0_23_26_0_0_0	0_0_23_26_0_0_0_0	0_0_23_26_0_0_0_0_0	South Africa	20MUS-AH032	2020
	1455	155593	1_1_17_6_13_0_0_5_0_0_0	1_1_17_6_13_0_0_5_0_0	1	1_1	1_1_17	1_1_17_6	1_1_17_6_13	1_1_17_6_13_0	1_1_17_6_13_0_0	1_1_17_6_13_0_0_5	1_1_17_6_13_0_0_5_0	South Africa	20MUS-AH034	2020
	1456	155594												South Africa	20MUS-AH036	2020
	1457	155595	0_0_33_12_379_0_0_0_0_0_0	0_0_33_12_379_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_379	0_0_33_12_379_0	0_0_33_12_379_0_0	0_0_33_12_379_0_0_0	0_0_33_12_379_0_0_0_0	South Africa	20MUS-AH037	2020
	1458	155596	0_0_33_12_383_0_0_0_0_0_0	0_0_33_12_383_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_383	0_0_33_12_383_0	0_0_33_12_383_0_0	0_0_33_12_383_0_0_0	0_0_33_12_383_0_0_0_0	South Africa	20MUS-AH039	2020
	1459	155597												South Africa	20MUS-AH040	2020
	1460	155598												South Africa	20MUS-AH042	2020
	1461	155599	0_2_71_0_0_0_0_1_2_0_0	0_2_71_0_0_0_0_1_2_0	0	0_2	0_2_71	0_2_71_0	0_2_71_0_0	0_2_71_0_0_0	0_2_71_0_0_0_0	0_2_71_0_0_0_0_1	0_2_71_0_0_0_0_1_2	South Africa	20MUS-AH044-1	2020
	1462	155600	0_2_71_0_0_0_0_1_2_0_0	0_2_71_0_0_0_0_1_2_0	0	0_2	0_2_71	0_2_71_0	0_2_71_0_0	0_2_71_0_0_0	0_2_71_0_0_0_0	0_2_71_0_0_0_0_1	0_2_71_0_0_0_0_1_2	South Africa	20MUS-AH044-2	2020
	1463	155601	0_7_0_12_20_0_0_0_0_0_0	0_7_0_12_20_0_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_20	0_7_0_12_20_0	0_7_0_12_20_0_0	0_7_0_12_20_0_0_0	0_7_0_12_20_0_0_0_0	South Africa	20MUS-AH045	2020
	1464	155602	11_0_5_0_1_0_0_0_0_0_0	11_0_5_0_1_0_0_0_0_0	11	11_0	11_0_5	11_0_5_0	11_0_5_0_1	11_0_5_0_1_0	11_0_5_0_1_0_0	11_0_5_0_1_0_0_0	11_0_5_0_1_0_0_0_0	South Africa	20MUS-AH052	2020
	1465	155603	0_7_0_12_13_0_1_0_0_0_0	0_7_0_12_13_0_1_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_13	0_7_0_12_13_0	0_7_0_12_13_0_1	0_7_0_12_13_0_1_0	0_7_0_12_13_0_1_0_0	South Africa	20MUS-AH053	2020
	1466	155604	0_7_0_12_13_0_1_0_0_0_0	0_7_0_12_13_0_1_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_13	0_7_0_12_13_0	0_7_0_12_13_0_1	0_7_0_12_13_0_1_0	0_7_0_12_13_0_1_0_0	South Africa	20MUS-AH054	2020
	1467	155605	1_1_17_24_0_0_0_0_0_0_0	1_1_17_24_0_0_0_0_0_0	1	1_1	1_1_17	1_1_17_24	1_1_17_24_0	1_1_17_24_0_0	1_1_17_24_0_0_0	1_1_17_24_0_0_0_0	1_1_17_24_0_0_0_0_0	South Africa	20MUS-AH055	2020
	1468	155606	0_7_0_12_13_1_0_0_0_0_0	0_7_0_12_13_1_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_13	0_7_0_12_13_1	0_7_0_12_13_1_0	0_7_0_12_13_1_0_0	0_7_0_12_13_1_0_0_0	South Africa	20MUS-AH057	2020
	1469	155607												South Africa	20MUS-AH061	2020
	1470	155608												South Africa	20MUS-AH063	2020
	1471	155609	1_1_27_7_0_2_0_0_0_1_0	1_1_27_7_0_2_0_0_0_1	1	1_1	1_1_27	1_1_27_7	1_1_27_7_0	1_1_27_7_0_2	1_1_27_7_0_2_0	1_1_27_7_0_2_0_0	1_1_27_7_0_2_0_0_0	South Africa	20MUS-AH065	2020
	1472	155610	1_1_27_14_1_0_0_0_0_0_0	1_1_27_14_1_0_0_0_0_0	1	1_1	1_1_27	1_1_27_14	1_1_27_14_1	1_1_27_14_1_0	1_1_27_14_1_0_0	1_1_27_14_1_0_0_0	1_1_27_14_1_0_0_0_0	South Africa	20MUS-AH067	2020
	1473	155611	0_2_71_0_0_0_0_1_0_0_0	0_2_71_0_0_0_0_1_0_0	0	0_2	0_2_71	0_2_71_0	0_2_71_0_0	0_2_71_0_0_0	0_2_71_0_0_0_0	0_2_71_0_0_0_0_1	0_2_71_0_0_0_0_1_0	South Africa	20MUS-AH074	2020
	1474	155612	0_0_47_11_1_7_0_0_0_0_0	0_0_47_11_1_7_0_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_7	0_0_47_11_1_7_0	0_0_47_11_1_7_0_0	0_0_47_11_1_7_0_0_0	South Africa	20MUS-AH080	2020
	1475	155613	1_1_17_6_13_16_0_0_0_0_0	1_1_17_6_13_16_0_0_0_0	1	1_1	1_1_17	1_1_17_6	1_1_17_6_13	1_1_17_6_13_16	1_1_17_6_13_16_0	1_1_17_6_13_16_0_0	1_1_17_6_13_16_0_0_0	South Africa	20MUS-AH081	2020
	1476	155614	0_7_0_12_21_0_0_0_0_0_0	0_7_0_12_21_0_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_21	0_7_0_12_21_0	0_7_0_12_21_0_0	0_7_0_12_21_0_0_0	0_7_0_12_21_0_0_0_0	South Africa	20MUS-AH083	2020
	1477	155615	1_1_27_7_0_2_0_0_0_0_0	1_1_27_7_0_2_0_0_0_0	1	1_1	1_1_27	1_1_27_7	1_1_27_7_0	1_1_27_7_0_2	1_1_27_7_0_2_0	1_1_27_7_0_2_0_0	1_1_27_7_0_2_0_0_0	South Africa	20MUS-AH084	2020
	1478	155616	0_0_47_11_12_0_0_0_0_0_0	0_0_47_11_12_0_0_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_12	0_0_47_11_12_0	0_0_47_11_12_0_0	0_0_47_11_12_0_0_0	0_0_47_11_12_0_0_0_0	South Africa	20MUS-AH085-1	2020
	1479	155617	0_0_47_11_12_0_0_0_0_0_0	0_0_47_11_12_0_0_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_12	0_0_47_11_12_0	0_0_47_11_12_0_0	0_0_47_11_12_0_0_0	0_0_47_11_12_0_0_0_0	South Africa	20MUS-AH085-2	2020
	1480	155618												South Africa	20MUS-AH095	2020
	1481	155619	0_2_71_0_0_0_1_0_0_0_0	0_2_71_0_0_0_1_0_0_0	0	0_2	0_2_71	0_2_71_0	0_2_71_0_0	0_2_71_0_0_0	0_2_71_0_0_0_1	0_2_71_0_0_0_1_0	0_2_71_0_0_0_1_0_0	South Africa	20MUS-AH096	2020
	1482	155620												South Africa	20MUS-AH098-1	2020
	1483	155621												South Africa	20MUS-AH098-2	2020
	1484	155622												South Africa	20MUS-AH103	2020
	1485	155623												South Africa	20MUS-AH104	2020
	1486	155624	0_7_0_12_15_1_0_0_0_0_0	0_7_0_12_15_1_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_15	0_7_0_12_15_1	0_7_0_12_15_1_0	0_7_0_12_15_1_0_0	0_7_0_12_15_1_0_0_0	South Africa	20MUS-AH105	2020
	1487	155625	0_7_0_12_13_0_1_0_0_0_0	0_7_0_12_13_0_1_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_13	0_7_0_12_13_0	0_7_0_12_13_0_1	0_7_0_12_13_0_1_0	0_7_0_12_13_0_1_0_0	South Africa	20MUS-AH108	2020
	1488	155626												South Africa	20MUS-AH110-1	2020
	1489	155627												South Africa	20MUS-AH110-2	2020
	1490	155628												South Africa	20MUS-AH112	2020
	1491	155629	0_0_47_11_10_0_0_0_1_0_0	0_0_47_11_10_0_0_0_1_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_10	0_0_47_11_10_0	0_0_47_11_10_0_0	0_0_47_11_10_0_0_0	0_0_47_11_10_0_0_0_1	South Africa	20MUS-AH114	2020
	1492	155630	0_0_33_12_395_0_0_0_0_0_0	0_0_33_12_395_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_395	0_0_33_12_395_0	0_0_33_12_395_0_0	0_0_33_12_395_0_0_0	0_0_33_12_395_0_0_0_0	South Africa	20MUS-AH117	2020
	1493	155631												South Africa	20MUS-AH121	2020
	1494	155632												South Africa	20MUS-AH122	2020
	1495	155633	0_0_33_12_382_0_0_0_0_0_0	0_0_33_12_382_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_382	0_0_33_12_382_0	0_0_33_12_382_0_0	0_0_33_12_382_0_0_0	0_0_33_12_382_0_0_0_0	South Africa	20MUS-AH124	2020
	1496	155634	0_7_0_12_25_0_0_0_0_0_0	0_7_0_12_25_0_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_25	0_7_0_12_25_0	0_7_0_12_25_0_0	0_7_0_12_25_0_0_0	0_7_0_12_25_0_0_0_0	South Africa	20MUS-AH125	2020
	1497	155635	0_0_47_11_1_8_2_0_0_0_0	0_0_47_11_1_8_2_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_8	0_0_47_11_1_8_2	0_0_47_11_1_8_2_0	0_0_47_11_1_8_2_0_0	South Africa	20MUS-AH127	2020
	1498	155636	0_2_1_0_574_1_0_0_0_0_0	0_2_1_0_574_1_0_0_0_0	0	0_2	0_2_1	0_2_1_0	0_2_1_0_574	0_2_1_0_574_1	0_2_1_0_574_1_0	0_2_1_0_574_1_0_0	0_2_1_0_574_1_0_0_0	South Africa	20MUS-AH129	2020
	1499	155637	1_1_27_7_4_0_0_0_0_0_0	1_1_27_7_4_0_0_0_0_0	1	1_1	1_1_27	1_1_27_7	1_1_27_7_4	1_1_27_7_4_0	1_1_27_7_4_0_0	1_1_27_7_4_0_0_0	1_1_27_7_4_0_0_0_0	South Africa	20MUS-AH135	2020
	1500	155638	0_0_47_11_10_0_0_0_0_0_0	0_0_47_11_10_0_0_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_10	0_0_47_11_10_0	0_0_47_11_10_0_0	0_0_47_11_10_0_0_0	0_0_47_11_10_0_0_0_0	South Africa	20MUS-AH138	2020
	1501	155639	1_1_27_16_0_0_0_0_0_0_0	1_1_27_16_0_0_0_0_0_0	1	1_1	1_1_27	1_1_27_16	1_1_27_16_0	1_1_27_16_0_0	1_1_27_16_0_0_0	1_1_27_16_0_0_0_0	1_1_27_16_0_0_0_0_0	South Africa	20MUS-AH139	2020
	1502	155640												South Africa	20MUS-AH141	2020
	1503	155641	0_0_23_9_0_4_0_0_0_0_0	0_0_23_9_0_4_0_0_0_0	0	0_0	0_0_23	0_0_23_9	0_0_23_9_0	0_0_23_9_0_4	0_0_23_9_0_4_0	0_0_23_9_0_4_0_0	0_0_23_9_0_4_0_0_0	South Africa	20MUS-AH143	2020
	1504	155642												South Africa	20MUS-AH144	2020
	1505	155643	0_7_0_12_23_0_0_0_0_0_0	0_7_0_12_23_0_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_23	0_7_0_12_23_0	0_7_0_12_23_0_0	0_7_0_12_23_0_0_0	0_7_0_12_23_0_0_0_0	South Africa	20MUS-AH145	2020
	1506	155644	1_1_27_7_0_2_0_0_0_0_0	1_1_27_7_0_2_0_0_0_0	1	1_1	1_1_27	1_1_27_7	1_1_27_7_0	1_1_27_7_0_2	1_1_27_7_0_2_0	1_1_27_7_0_2_0_0	1_1_27_7_0_2_0_0_0	South Africa	20MUS-AH146	2020
	1507	155645	0_0_33_12_283_0_1_0_0_0_0	0_0_33_12_283_0_1_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_283	0_0_33_12_283_0	0_0_33_12_283_0_1	0_0_33_12_283_0_1_0	0_0_33_12_283_0_1_0_0	South Africa	20MUS-AH148	2021
	1508	155646	0_0_33_12_381_0_0_0_0_0_0	0_0_33_12_381_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_381	0_0_33_12_381_0	0_0_33_12_381_0_0	0_0_33_12_381_0_0_0	0_0_33_12_381_0_0_0_0	South Africa	21MUS-AH003	2021
	1509	155647	1_1_17_13_3_0_0_0_0_0_0	1_1_17_13_3_0_0_0_0_0	1	1_1	1_1_17	1_1_17_13	1_1_17_13_3	1_1_17_13_3_0	1_1_17_13_3_0_0	1_1_17_13_3_0_0_0	1_1_17_13_3_0_0_0_0	South Africa	21MUS-AH004	2021
	1510	155648	1_1_27_18_1_0_0_0_0_0_0	1_1_27_18_1_0_0_0_0_0	1	1_1	1_1_27	1_1_27_18	1_1_27_18_1	1_1_27_18_1_0	1_1_27_18_1_0_0	1_1_27_18_1_0_0_0	1_1_27_18_1_0_0_0_0	South Africa	21MUS-AH008	2021
	1511	155649	0_0_47_11_1_0_2_0_0_0_0	0_0_47_11_1_0_2_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_0	0_0_47_11_1_0_2	0_0_47_11_1_0_2_0	0_0_47_11_1_0_2_0_0	South Africa	21MUS-AH010	2021
	1512	155650	0_12_6_4_2_0_0_0_0_0_0	0_12_6_4_2_0_0_0_0_0	0	0_12	0_12_6	0_12_6_4	0_12_6_4_2	0_12_6_4_2_0	0_12_6_4_2_0_0	0_12_6_4_2_0_0_0	0_12_6_4_2_0_0_0_0	South Africa	21MUS-AH012	2021
	1513	155651	1_1_17_4_30_0_0_0_0_0_0	1_1_17_4_30_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_30	1_1_17_4_30_0	1_1_17_4_30_0_0	1_1_17_4_30_0_0_0	1_1_17_4_30_0_0_0_0	South Africa	21MUS-AH016	2021
	1514	155652												South Africa	21MUS-AH017	2021
	1515	155653												South Africa	21MUS-AH018	2021
	1516	155654	0_2_21_0_14_0_0_1_0_0_0	0_2_21_0_14_0_0_1_0_0	0	0_2	0_2_21	0_2_21_0	0_2_21_0_14	0_2_21_0_14_0	0_2_21_0_14_0_0	0_2_21_0_14_0_0_1	0_2_21_0_14_0_0_1_0	South Africa	21MUS-AH021-R	2021
	1517	155655	0_0_33_12_382_0_0_0_0_0_0	0_0_33_12_382_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_382	0_0_33_12_382_0	0_0_33_12_382_0_0	0_0_33_12_382_0_0_0	0_0_33_12_382_0_0_0_0	South Africa	21MUS-AH022	2021
	1518	155656	1_1_27_14_1_0_0_0_0_0_0	1_1_27_14_1_0_0_0_0_0	1	1_1	1_1_27	1_1_27_14	1_1_27_14_1	1_1_27_14_1_0	1_1_27_14_1_0_0	1_1_27_14_1_0_0_0	1_1_27_14_1_0_0_0_0	South Africa	21MUS-AH024	2021
	1519	155657												South Africa	21MUS-AH025	2021
	1520	155658	0_2_71_0_0_0_0_1_1_0_0	0_2_71_0_0_0_0_1_1_0	0	0_2	0_2_71	0_2_71_0	0_2_71_0_0	0_2_71_0_0_0	0_2_71_0_0_0_0	0_2_71_0_0_0_0_1	0_2_71_0_0_0_0_1_1	South Africa	21MUS-AH027	2021
	1521	155659	0_0_26_3_193_0_0_0_0_0_0	0_0_26_3_193_0_0_0_0_0	0	0_0	0_0_26	0_0_26_3	0_0_26_3_193	0_0_26_3_193_0	0_0_26_3_193_0_0	0_0_26_3_193_0_0_0	0_0_26_3_193_0_0_0_0	South Africa	21MUS-AH028	2021
	1522	155660	0_0_47_11_1_8_0_0_0_0_0	0_0_47_11_1_8_0_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_8	0_0_47_11_1_8_0	0_0_47_11_1_8_0_0	0_0_47_11_1_8_0_0_0	South Africa	21MUS-AH031	2021
	1523	155661	0_0_47_11_1_8_1_0_0_0_0	0_0_47_11_1_8_1_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_8	0_0_47_11_1_8_1	0_0_47_11_1_8_1_0	0_0_47_11_1_8_1_0_0	South Africa	21MUS-AH036	2021
	1524	155662	1_1_17_17_1_0_0_0_0_0_0	1_1_17_17_1_0_0_0_0_0	1	1_1	1_1_17	1_1_17_17	1_1_17_17_1	1_1_17_17_1_0	1_1_17_17_1_0_0	1_1_17_17_1_0_0_0	1_1_17_17_1_0_0_0_0	South Africa	21MUS-AH039	2021
	1525	155663	1_1_27_15_2_0_0_0_0_0_0	1_1_27_15_2_0_0_0_0_0	1	1_1	1_1_27	1_1_27_15	1_1_27_15_2	1_1_27_15_2_0	1_1_27_15_2_0_0	1_1_27_15_2_0_0_0	1_1_27_15_2_0_0_0_0	South Africa	21MUS-AH042	2021
	1526	155665	0_0_33_12_381_0_0_0_0_0_0	0_0_33_12_381_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_381	0_0_33_12_381_0	0_0_33_12_381_0_0	0_0_33_12_381_0_0_0	0_0_33_12_381_0_0_0_0	South Africa	21MUS-AH052	2021
	1527	155666	0_2_71_0_0_0_0_1_0_0_0	0_2_71_0_0_0_0_1_0_0	0	0_2	0_2_71	0_2_71_0	0_2_71_0_0	0_2_71_0_0_0	0_2_71_0_0_0_0	0_2_71_0_0_0_0_1	0_2_71_0_0_0_0_1_0	South Africa	21MUS-AH053	2021
	1528	155667	0_18_23_2_0_1_0_0_0_0_0	0_18_23_2_0_1_0_0_0_0	0	0_18	0_18_23	0_18_23_2	0_18_23_2_0	0_18_23_2_0_1	0_18_23_2_0_1_0	0_18_23_2_0_1_0_0	0_18_23_2_0_1_0_0_0	South Africa	21MUS-AH055	2021
	1529	155668												South Africa	21MUS-AH056	2021
	1530	155669	0_7_0_12_24_0_0_0_0_0_0	0_7_0_12_24_0_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_24	0_7_0_12_24_0	0_7_0_12_24_0_0	0_7_0_12_24_0_0_0	0_7_0_12_24_0_0_0_0	South Africa	21MUS-AH057	2021
	1531	155670	1_1_17_6_13_0_0_4_0_0_0	1_1_17_6_13_0_0_4_0_0	1	1_1	1_1_17	1_1_17_6	1_1_17_6_13	1_1_17_6_13_0	1_1_17_6_13_0_0	1_1_17_6_13_0_0_4	1_1_17_6_13_0_0_4_0	South Africa	21MUS-AH061	2021
	1532	155671												South Africa	21MUS-AH065	2021
	1533	155672	0_0_63_0_2_0_1_0_0_0_0	0_0_63_0_2_0_1_0_0_0	0	0_0	0_0_63	0_0_63_0	0_0_63_0_2	0_0_63_0_2_0	0_0_63_0_2_0_1	0_0_63_0_2_0_1_0	0_0_63_0_2_0_1_0_0	South Africa	21MUS-AH071	2021
	1534	155673	0_0_63_0_2_0_1_0_0_0_0	0_0_63_0_2_0_1_0_0_0	0	0_0	0_0_63	0_0_63_0	0_0_63_0_2	0_0_63_0_2_0	0_0_63_0_2_0_1	0_0_63_0_2_0_1_0	0_0_63_0_2_0_1_0_0	South Africa	21MUS-AH072	2021
	1535	155674	0_7_0_12_22_0_0_0_0_0_0	0_7_0_12_22_0_0_0_0_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_22	0_7_0_12_22_0	0_7_0_12_22_0_0	0_7_0_12_22_0_0_0	0_7_0_12_22_0_0_0_0	South Africa	21MUS-AH073	2021
	1536	155675	0_0_36_1_3_2_0_0_0_0_0	0_0_36_1_3_2_0_0_0_0	0	0_0	0_0_36	0_0_36_1	0_0_36_1_3	0_0_36_1_3_2	0_0_36_1_3_2_0	0_0_36_1_3_2_0_0	0_0_36_1_3_2_0_0_0	South Africa	21MUS-AH074	2021
	1537	155676												South Africa	21MUS-AH077	2021
	1538	155677	1_1_27_7_0_1_0_0_0_0_0	1_1_27_7_0_1_0_0_0_0	1	1_1	1_1_27	1_1_27_7	1_1_27_7_0	1_1_27_7_0_1	1_1_27_7_0_1_0	1_1_27_7_0_1_0_0	1_1_27_7_0_1_0_0_0	South Africa	21MUS-AH078	2021
	1539	155678												South Africa	21MUS-AH084	2021
	1540	155679	0_7_0_34_0_0_0_0_0_0_0	0_7_0_34_0_0_0_0_0_0	0	0_7	0_7_0	0_7_0_34	0_7_0_34_0	0_7_0_34_0_0	0_7_0_34_0_0_0	0_7_0_34_0_0_0_0	0_7_0_34_0_0_0_0_0	South Africa	21MUS-AH090	2021
	1541	155680	0_0_47_6_30_0_0_0_0_0_0	0_0_47_6_30_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_30	0_0_47_6_30_0	0_0_47_6_30_0_0	0_0_47_6_30_0_0_0	0_0_47_6_30_0_0_0_0	South Africa	21MUS-AH091	2021
	1542	155681	0_0_47_11_1_6_0_0_0_0_0	0_0_47_11_1_6_0_0_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_6	0_0_47_11_1_6_0	0_0_47_11_1_6_0_0	0_0_47_11_1_6_0_0_0	South Africa	21MUS-AH093	2021
	1543	155682	0_7_0_12_13_0_1_0_1_0_0	0_7_0_12_13_0_1_0_1_0	0	0_7	0_7_0	0_7_0_12	0_7_0_12_13	0_7_0_12_13_0	0_7_0_12_13_0_1	0_7_0_12_13_0_1_0	0_7_0_12_13_0_1_0_1	South Africa	21MUS-AH095	2021
	1544	155683												South Africa	21MUS-AH098	2021
	1545	155684												South Africa	21MUS-AH100	2021
	1546	155685												South Africa	21MUS-AH101	2021
	1547	155686	1_1_17_17_0_0_1_1_0_1_0	1_1_17_17_0_0_1_1_0_1	1	1_1	1_1_17	1_1_17_17	1_1_17_17_0	1_1_17_17_0_0	1_1_17_17_0_0_1	1_1_17_17_0_0_1_1	1_1_17_17_0_0_1_1_0	South Africa	21MUS-AH105-R	2021
	1548	155687	0_7_0_12_13_0_1_0_0_1_0	0_7_0_12_13_0_1_0_0_1	0	0_7	0_7_0	0_7_0_12	0_7_0_12_13	0_7_0_12_13_0	0_7_0_12_13_0_1	0_7_0_12_13_0_1_0	0_7_0_12_13_0_1_0_0	South Africa	21MUS-AH106	2021
